source,target,type,evidence,source_type,score,id
nivolumab,ROS1,drug_gene_cooccurrence,"Co-occurrence in text: Nivolumab with carboplatin, paclitaxel, and bevacizumab for first-line treatment of advanced nonsquamous non-small-cell lung cancer.. This international, randomized, double-blind phase III study (ONO-...",cooccurrence,0.6,e205
paclitaxel,ALK,drug_gene_cooccurrence,"Co-occurrence in text: Nivolumab with carboplatin, paclitaxel, and bevacizumab for first-line treatment of advanced nonsquamous non-small-cell lung cancer.. This international, randomized, double-blind phase III study (ONO-...",cooccurrence,0.6,e206
paclitaxel,EGFR,drug_gene_cooccurrence,"Co-occurrence in text: Nivolumab with carboplatin, paclitaxel, and bevacizumab for first-line treatment of advanced nonsquamous non-small-cell lung cancer.. This international, randomized, double-blind phase III study (ONO-...",cooccurrence,0.6,e207
paclitaxel,ROS1,drug_gene_cooccurrence,"Co-occurrence in text: Nivolumab with carboplatin, paclitaxel, and bevacizumab for first-line treatment of advanced nonsquamous non-small-cell lung cancer.. This international, randomized, double-blind phase III study (ONO-...",cooccurrence,0.6,e208
RET,lymphoma,biomarker_cancer_cooccurrence,Co-occurrence in text: [A Case Report of Checkpoint Inhibitor Pneumonitis Caused by PD-1Antibody-Safety and Effectiveness of Pirfenidone].. Immune checkpoint inhibitor associated pneumonia (CIP) is a serious side effect of...,cooccurrence,0.7,e209
ROS1,lymphoma,biomarker_cancer_cooccurrence,Co-occurrence in text: [A Case Report of Checkpoint Inhibitor Pneumonitis Caused by PD-1Antibody-Safety and Effectiveness of Pirfenidone].. Immune checkpoint inhibitor associated pneumonia (CIP) is a serious side effect of...,cooccurrence,0.7,e210
nivolumab,docetaxel,drug_synergy,Pattern match ((?:combination|co[\s-]?administration)\s+of\s+(?P<drug1>\w+)\s+and\s+(?P<drug2>\w+)): combination of nivolumab and docetaxel demonstrated a meaningful improvement in progress...,pattern,0.8,e211
nivolumab,docetaxel,drug_combination_regimen,combination of nivolumab and docetaxel demonstrated a meaningful improvement in progression-free survival and overall survival compared to,pattern,0.9,e212
TMB,melanoma,biomarker_cancer_cooccurrence,Co-occurrence in text: TMB or not TMB as a biomarker: That is the question.. Immune checkpoint inhibitors (ICIs) have revolutionized the landscape of therapeutic options for many cancers. These treatments have demonstrated ...,cooccurrence,0.7,e213
pembrolizumab,NF1,drug_gene_cooccurrence,Co-occurrence in text: A case of dramatic reduction in cancer-associated thrombus following initiation of pembrolizumab in patient with a poor performance status and PD-L1. Pembrolizumab is a standard treatment for non-smal...,cooccurrence,0.6,e214
cyclophosphamide,pembrolizumab,drug_drug_cooccurrence,Co-occurrence in text: Refractory Bullous Pemphigoid in a Patient with Metastatic Lung Adenocarcinoma Treated with Pembrolizumab.. We present the case of a 73-year-old male patient with a history of tobacco use who presente...,cooccurrence,0.5,e215
cyclophosphamide,MET,drug_gene_cooccurrence,Co-occurrence in text: Refractory Bullous Pemphigoid in a Patient with Metastatic Lung Adenocarcinoma Treated with Pembrolizumab.. We present the case of a 73-year-old male patient with a history of tobacco use who presente...,cooccurrence,0.6,e216
atezolizumab,trastuzumab,drug_drug_cooccurrence,"Co-occurrence in text: ASCO 2020 non-small lung cancer (NSCLC) personal highlights.. In this article we summarize our personal non-small cell lung cancer (NSCLC) highlights of the virtual ASCO 2020 meeting, covering develop...",cooccurrence,0.5,e217
ipilimumab,osimertinib,drug_drug_cooccurrence,"Co-occurrence in text: ASCO 2020 non-small lung cancer (NSCLC) personal highlights.. In this article we summarize our personal non-small cell lung cancer (NSCLC) highlights of the virtual ASCO 2020 meeting, covering develop...",cooccurrence,0.5,e218
ipilimumab,trastuzumab,drug_drug_cooccurrence,"Co-occurrence in text: ASCO 2020 non-small lung cancer (NSCLC) personal highlights.. In this article we summarize our personal non-small cell lung cancer (NSCLC) highlights of the virtual ASCO 2020 meeting, covering develop...",cooccurrence,0.5,e219
nivolumab,trastuzumab,drug_drug_cooccurrence,"Co-occurrence in text: ASCO 2020 non-small lung cancer (NSCLC) personal highlights.. In this article we summarize our personal non-small cell lung cancer (NSCLC) highlights of the virtual ASCO 2020 meeting, covering develop...",cooccurrence,0.5,e220
osimertinib,trastuzumab,drug_drug_cooccurrence,"Co-occurrence in text: ASCO 2020 non-small lung cancer (NSCLC) personal highlights.. In this article we summarize our personal non-small cell lung cancer (NSCLC) highlights of the virtual ASCO 2020 meeting, covering develop...",cooccurrence,0.5,e221
pembrolizumab,trastuzumab,drug_drug_cooccurrence,"Co-occurrence in text: ASCO 2020 non-small lung cancer (NSCLC) personal highlights.. In this article we summarize our personal non-small cell lung cancer (NSCLC) highlights of the virtual ASCO 2020 meeting, covering develop...",cooccurrence,0.5,e222
atezolizumab,HER2,drug_gene_cooccurrence,"Co-occurrence in text: ASCO 2020 non-small lung cancer (NSCLC) personal highlights.. In this article we summarize our personal non-small cell lung cancer (NSCLC) highlights of the virtual ASCO 2020 meeting, covering develop...",cooccurrence,0.6,e223
ipilimumab,HER2,drug_gene_cooccurrence,"Co-occurrence in text: ASCO 2020 non-small lung cancer (NSCLC) personal highlights.. In this article we summarize our personal non-small cell lung cancer (NSCLC) highlights of the virtual ASCO 2020 meeting, covering develop...",cooccurrence,0.6,e224
nivolumab,HER2,drug_gene_cooccurrence,"Co-occurrence in text: ASCO 2020 non-small lung cancer (NSCLC) personal highlights.. In this article we summarize our personal non-small cell lung cancer (NSCLC) highlights of the virtual ASCO 2020 meeting, covering develop...",cooccurrence,0.6,e225
osimertinib,HER2,drug_gene_cooccurrence,"Co-occurrence in text: ASCO 2020 non-small lung cancer (NSCLC) personal highlights.. In this article we summarize our personal non-small cell lung cancer (NSCLC) highlights of the virtual ASCO 2020 meeting, covering develop...",cooccurrence,0.6,e226
trastuzumab,EGFR,drug_gene_cooccurrence,"Co-occurrence in text: ASCO 2020 non-small lung cancer (NSCLC) personal highlights.. In this article we summarize our personal non-small cell lung cancer (NSCLC) highlights of the virtual ASCO 2020 meeting, covering develop...",cooccurrence,0.6,e227
trastuzumab,HER2,drug_gene_cooccurrence,"Co-occurrence in text: ASCO 2020 non-small lung cancer (NSCLC) personal highlights.. In this article we summarize our personal non-small cell lung cancer (NSCLC) highlights of the virtual ASCO 2020 meeting, covering develop...",cooccurrence,0.6,e228
docetaxel,erlotinib,drug_drug_cooccurrence,Co-occurrence in text: Biomarker-driven therapies for previously treated squamous non-small-cell lung cancer (Lung-MAP SWOG S1400): a biomarker-driven master protocol.. The Lung Cancer Master Protocol (Lung-MAP; S1400) is a...,cooccurrence,0.5,e229
erlotinib,ipilimumab,drug_drug_cooccurrence,Co-occurrence in text: Biomarker-driven therapies for previously treated squamous non-small-cell lung cancer (Lung-MAP SWOG S1400): a biomarker-driven master protocol.. The Lung Cancer Master Protocol (Lung-MAP; S1400) is a...,cooccurrence,0.5,e230
erlotinib,nivolumab,drug_drug_cooccurrence,Co-occurrence in text: Biomarker-driven therapies for previously treated squamous non-small-cell lung cancer (Lung-MAP SWOG S1400): a biomarker-driven master protocol.. The Lung Cancer Master Protocol (Lung-MAP; S1400) is a...,cooccurrence,0.5,e231
docetaxel,PIK3CA,drug_gene_cooccurrence,Co-occurrence in text: Biomarker-driven therapies for previously treated squamous non-small-cell lung cancer (Lung-MAP SWOG S1400): a biomarker-driven master protocol.. The Lung Cancer Master Protocol (Lung-MAP; S1400) is a...,cooccurrence,0.6,e232
erlotinib,MET,drug_gene_cooccurrence,Co-occurrence in text: Biomarker-driven therapies for previously treated squamous non-small-cell lung cancer (Lung-MAP SWOG S1400): a biomarker-driven master protocol.. The Lung Cancer Master Protocol (Lung-MAP; S1400) is a...,cooccurrence,0.6,e233
erlotinib,PIK3CA,drug_gene_cooccurrence,Co-occurrence in text: Biomarker-driven therapies for previously treated squamous non-small-cell lung cancer (Lung-MAP SWOG S1400): a biomarker-driven master protocol.. The Lung Cancer Master Protocol (Lung-MAP; S1400) is a...,cooccurrence,0.6,e234
ipilimumab,PIK3CA,drug_gene_cooccurrence,Co-occurrence in text: Biomarker-driven therapies for previously treated squamous non-small-cell lung cancer (Lung-MAP SWOG S1400): a biomarker-driven master protocol.. The Lung Cancer Master Protocol (Lung-MAP; S1400) is a...,cooccurrence,0.6,e235
nivolumab,PIK3CA,drug_gene_cooccurrence,Co-occurrence in text: Biomarker-driven therapies for previously treated squamous non-small-cell lung cancer (Lung-MAP SWOG S1400): a biomarker-driven master protocol.. The Lung Cancer Master Protocol (Lung-MAP; S1400) is a...,cooccurrence,0.6,e236
PIK3CA,lung cancer,biomarker_cancer_cooccurrence,Co-occurrence in text: Biomarker-driven therapies for previously treated squamous non-small-cell lung cancer (Lung-MAP SWOG S1400): a biomarker-driven master protocol.. The Lung Cancer Master Protocol (Lung-MAP; S1400) is a...,cooccurrence,0.7,e237
carboplatin,BRAF,drug_gene_cooccurrence,Co-occurrence in text: Pembrolizumab plus platinum-based chemotherapy for unfavorable cancer of unknown primary site: Case report.. We report a case of sustained complete response in unfavorable cancer of unknown primary si...,cooccurrence,0.6,e238
cisplatin,BRAF,drug_gene_cooccurrence,Co-occurrence in text: Pembrolizumab plus platinum-based chemotherapy for unfavorable cancer of unknown primary site: Case report.. We report a case of sustained complete response in unfavorable cancer of unknown primary si...,cooccurrence,0.6,e239
cisplatin,ROS1,drug_gene_cooccurrence,Co-occurrence in text: Pembrolizumab plus platinum-based chemotherapy for unfavorable cancer of unknown primary site: Case report.. We report a case of sustained complete response in unfavorable cancer of unknown primary si...,cooccurrence,0.6,e240
paclitaxel,trastuzumab,drug_drug_cooccurrence,"Co-occurrence in text: Basket Study of Neratinib in Participants With Solid Tumors Harboring Somatic HER2 or EGFR Exon 18 Mutations. This is an open-label, multicenter, multinational, Phase 2 basket study exploring the effi...",cooccurrence,0.5,e241
paclitaxel,HER2,drug_gene_cooccurrence,"Co-occurrence in text: Basket Study of Neratinib in Participants With Solid Tumors Harboring Somatic HER2 or EGFR Exon 18 Mutations. This is an open-label, multicenter, multinational, Phase 2 basket study exploring the effi...",cooccurrence,0.6,e242
carboplatin,paclitaxel,drug_synergy,"Pattern match ((?:combination|co[\s-]?administration)\s+of\s+(?P<drug1>\w+)\s+and\s+(?P<drug2>\w+)): combination of carboplatin and paclitaxel) and radiation in patients with lung cancer.

You...",pattern,0.8,e243
carboplatin,paclitaxel,drug_combination_regimen,"combination of carboplatin and paclitaxel) and radiation in patients with lung cancer.

You are being asked to take part in this study becaus",pattern,0.9,e244
carboplatin,HER2,drug_gene_cooccurrence,Co-occurrence in text: Beamion LUNG-2: A Study to Test Whether Zongertinib (BI 1810631) Helps People With Advanced Non-small Cell Lung Cancer With HER2 Mutations Compared With Standard Treatment. This study is open to adult...,cooccurrence,0.6,e245
lung cancer,her2,biomarker_cancer,Pattern match ((?P<cancer>\w+\s+cancer)\s+with\s+(?P<biomarker>\w+)\s+(?:mutation|amplification)): Lung Cancer With HER2 Mutations Compared With Standard Treatment. This study is ...,pattern,0.8,e246
AR,prostate cancer,biomarker_cancer_cooccurrence,"Co-occurrence in text: Standard Therapy With or Without Dalteparin in Treating Patients With Advanced Breast, Lung, Colorectal, or Prostate Cancer. RATIONALE: Dalteparin may be effective in inhibiting the growth of blood ve...",cooccurrence,0.7,e247
ER,prostate cancer,biomarker_cancer_cooccurrence,"Co-occurrence in text: Standard Therapy With or Without Dalteparin in Treating Patients With Advanced Breast, Lung, Colorectal, or Prostate Cancer. RATIONALE: Dalteparin may be effective in inhibiting the growth of blood ve...",cooccurrence,0.7,e248
MET,prostate cancer,biomarker_cancer_cooccurrence,"Co-occurrence in text: Standard Therapy With or Without Dalteparin in Treating Patients With Advanced Breast, Lung, Colorectal, or Prostate Cancer. RATIONALE: Dalteparin may be effective in inhibiting the growth of blood ve...",cooccurrence,0.7,e249
PR,prostate cancer,biomarker_cancer_cooccurrence,"Co-occurrence in text: Standard Therapy With or Without Dalteparin in Treating Patients With Advanced Breast, Lung, Colorectal, or Prostate Cancer. RATIONALE: Dalteparin may be effective in inhibiting the growth of blood ve...",cooccurrence,0.7,e250
BRAF,melanoma,biomarker_cancer_cooccurrence,Co-occurrence in text: XP-102 and XP-102 in Combination With Trametinib in Advanced Solid Tumor Patients With a BRAF V600 Mutation. This is a first-in-human multi-center study which will be conducted in advanced malignant s...,cooccurrence,0.7,e251
ER,pancreatic cancer,biomarker_cancer_cooccurrence,"Co-occurrence in text: Study of Covalent Menin Inhibitor BMF-219 in Adult Patients With KRAS Driven Non-Small Cell Lung Cancer, Pancreatic Cancer, and Colorectal Cancer. A Phase 1/1b dose finding study to determine the OBD(...",cooccurrence,0.7,e252
KRAS,colorectal cancer,biomarker_cancer_cooccurrence,"Co-occurrence in text: Study of Covalent Menin Inhibitor BMF-219 in Adult Patients With KRAS Driven Non-Small Cell Lung Cancer, Pancreatic Cancer, and Colorectal Cancer. A Phase 1/1b dose finding study to determine the OBD(...",cooccurrence,0.7,e253
KRAS,pancreatic cancer,biomarker_cancer_cooccurrence,"Co-occurrence in text: Study of Covalent Menin Inhibitor BMF-219 in Adult Patients With KRAS Driven Non-Small Cell Lung Cancer, Pancreatic Cancer, and Colorectal Cancer. A Phase 1/1b dose finding study to determine the OBD(...",cooccurrence,0.7,e254
MET,pancreatic cancer,biomarker_cancer_cooccurrence,"Co-occurrence in text: Study of Covalent Menin Inhibitor BMF-219 in Adult Patients With KRAS Driven Non-Small Cell Lung Cancer, Pancreatic Cancer, and Colorectal Cancer. A Phase 1/1b dose finding study to determine the OBD(...",cooccurrence,0.7,e255
erlotinib,pembrolizumab,drug_drug_cooccurrence,Co-occurrence in text: Brazilian Lung Immunotherapy Study. Immunotherapy with anti-PD-1/PD-L1 agents either as single agents or combined with chemotherapy is now considered the standard of care for patients with non-small-c...,cooccurrence,0.5,e256
erlotinib,ALK,drug_gene_cooccurrence,Co-occurrence in text: Brazilian Lung Immunotherapy Study. Immunotherapy with anti-PD-1/PD-L1 agents either as single agents or combined with chemotherapy is now considered the standard of care for patients with non-small-c...,cooccurrence,0.6,e257
cyclophosphamide,KRAS,drug_gene_cooccurrence,Co-occurrence in text: Autologous T-cells Genetically Engineered to Express Receptors Reactive Against KRAS Mutations in Conjunction With a Vaccine Directed Against These Antigens in Participants With Metastatic Cancer. Bac...,cooccurrence,0.6,e258
carboplatin,trastuzumab,drug_drug_cooccurrence,Co-occurrence in text: Interleukin-12 and Trastuzumab in Treating Patients With Cancer That Has High Levels of HER2/Neu. Interleukin-12 may kill tumor cells by stopping blood flow to the tumor and by stimulating a person's ...,cooccurrence,0.5,e259
osimertinib,MET,drug_gene_cooccurrence,"Co-occurrence in text: High-dose Furmonertinib in the Treatment in Patients With Advanced, Metastatic NSCLC With Progressed After First- or Second-line Treatment With Osimertinib. This is a prospective, randomised, uncontro...",cooccurrence,0.6,e260
paclitaxel,BRAF,drug_gene_cooccurrence,"Co-occurrence in text: A Phase 1/2a Study of IMM-1-104 in Participants With Advanced or Metastatic Solid Tumors. This is an open-label, dose-exploration and expansion study to determine the safety, tolerability, pharmacokin...",cooccurrence,0.6,e261
MSI,colorectal cancer,biomarker_cancer_cooccurrence,Co-occurrence in text: Nivolumab (Opdivo®) Plus ABI-009 (Nab-rapamycin) for Advanced Sarcoma and Certain Cancers. This study investigates the safety/toxicity and potential anti-tumor activity of sequential administration of...,cooccurrence,0.7,e262
MSI,hepatocellular carcinoma,biomarker_cancer_cooccurrence,Co-occurrence in text: Nivolumab (Opdivo®) Plus ABI-009 (Nab-rapamycin) for Advanced Sarcoma and Certain Cancers. This study investigates the safety/toxicity and potential anti-tumor activity of sequential administration of...,cooccurrence,0.7,e263
MSI,lymphoma,biomarker_cancer_cooccurrence,Co-occurrence in text: Nivolumab (Opdivo®) Plus ABI-009 (Nab-rapamycin) for Advanced Sarcoma and Certain Cancers. This study investigates the safety/toxicity and potential anti-tumor activity of sequential administration of...,cooccurrence,0.7,e264
MSI,melanoma,biomarker_cancer_cooccurrence,Co-occurrence in text: Nivolumab (Opdivo®) Plus ABI-009 (Nab-rapamycin) for Advanced Sarcoma and Certain Cancers. This study investigates the safety/toxicity and potential anti-tumor activity of sequential administration of...,cooccurrence,0.7,e265
MSI,non-small cell lung cancer,biomarker_cancer_cooccurrence,Co-occurrence in text: Nivolumab (Opdivo®) Plus ABI-009 (Nab-rapamycin) for Advanced Sarcoma and Certain Cancers. This study investigates the safety/toxicity and potential anti-tumor activity of sequential administration of...,cooccurrence,0.7,e266
MSI,renal cell carcinoma,biomarker_cancer_cooccurrence,Co-occurrence in text: Nivolumab (Opdivo®) Plus ABI-009 (Nab-rapamycin) for Advanced Sarcoma and Certain Cancers. This study investigates the safety/toxicity and potential anti-tumor activity of sequential administration of...,cooccurrence,0.7,e267
